ID,Session,ID_title,Date_x,Time,Online_x,Age,DG_DataRows,DG_Coins_Kept,DG_Coins_Given,DG_RT,DOB,Online_Test_Group,OS,UG_DataRows,UG_Accept,UG_Offer_Accept,UG_Coins_Given,UG_Coins_Kept,UG_Decision_RT,UG_RT,UG_Attempts,DG_UG_Diff,DG_UG_RT_Diff,Score,UG_Total_RT,it_P6,lr_P6,eg_P6,w_P6,st_P6,repst_P6,it,lr,eg,w_lo,w_hi,st,repst,w_diff,tot_delay,tot_delay_perc,twodelays,fourdelays,sixdelays,tot_hiconf,tot_loconf,perc_hiconf_delay,perc_loconf_delay,hi_lo_conf_del_diff,AvgRT,RT_STD,AvgRT_3SD,AvgdelayRT,AvgdelayRT_3SD,AvgimmRT,AvgimmRT_3SD,imm_del_RT_Diff,imm_del_RT_3SD_Diff,Avg_hiconfRT,Avg_hiconfRT_3SD,Avg_loconfRT,Avg_loconfRT_3SD,hi_lo_conf_RT_Diff,hi_lo_conf_RT_3SD_Diff,avg_del_prob,avg_indiff,total_randb,randtype,auc_prob,auc_indiff,auc_indiff_all,auc_tot_val,corr_r_pob,corr_int_pob,corr_r_indiff_all,corr_int_indiff_all,corr_r_tot_val,corr_int_tot_val,Exp_delay_trials,Exp_delay_avg_rating,Exp_delay_unique_ratings,Exp_delay_auc,Exp_reward_trials,Exp_reward_avg_rating,Exp_reward_unique_ratings,Exp_reward_auc,corr_r_exp_delay,corr_int_exp_delay,corr_rsq_exp_delay,corr_r_exp_reward,corr_int_exp_reward,corr_rsq_exp_reward,School,Training_Start,Training_End,Gender,Group,Online_y,Date_y,Age_Frac,Age_YrsMths,Train_ID,TrainingWeeks,TotalSessions,TotalBonusGames,PercentageBonusDone,Training_Version,Group_Name,Train_Coef,SES,ComboEdu,ComboEmploy,Age_YM,Raw_Vocab,T_Vocab,Raw_Matrix,T_Matrix,T_ScoreSum,FSIQ-2,Perc_Rank,Age_Frac_Imp,corsi_max_wm_t,totalsessions,trainingslope,PBI_t,cf_switchrt_t,cogflex_t,REzssrtnr_t,REflankerswitch_t,REflankerinh_t,stroop_t,dprimeONEBACK_t,dprimeTWOBACK_t,english_scores,maths_scores,total_scores,time
9,0,9,25/04/2019,17:34,0,9,6,4,2,2.412666667,,,WindowsLaptop,7,Yes,1,3,3,,1.720571429,,1,-0.692095238,strat_inc,,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,2212.666667,1674.526272,1864.470588,2212.666667,1864.470588,,,,,2053.555556,2053.555556,2371.777778,1651.75,318.2222222,-401.8055556,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,7.846666667,6,3.9665,4,6.645,4,1.941,-0.708,5.324666667,0.687667825,0.94,-3.055,0.941176471,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,25/04/2019,9.816666667,"9,9",10,8,15,7,46.66666667,2,Experimental,-3.743527966,1.5,2,1,9.09,39,77,20,57,134,129,97,9.8166666,6,15,-3.7435279,-0.71168715,65.372559,-0.42478144,-1.3802259,0.80570507,0.6614064,-0.60920572,0.95833331,0.88095242,141,140,140.5,-349
9,1,9,09/07/2019,17:43,0,10,6,4,2,1.935166667,,,WindowsLaptop,7,Yes,1,3,3,,1.934,,1,-0.001166667,strat_inc,,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,1655.833333,897.9706041,1655.833333,1655.833333,1655.833333,,,,,1692.777778,1692.777778,1618.888889,1618.888889,-73.88888889,-73.88888889,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,7.873333333,6,3.981,4,8.2375,4,2.466,1.073714286,-0.884666667,0.836019093,-0.1785,4.13,0.770666667,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,09/07/2019,10.02222222,"10,0",10,8,15,7,46.66666667,2,Experimental,-3.743527966,1.5,2,1,10,38,72,22,63,135,130,98,9.8166666,6,15,-3.7435279,-0.5889169,381.63336,0.2606473,-0.2161573,,,0.14387465,0.92261904,0.73809528,125,122,123.5,-31
9,2,9,02/02/2021,17:11,1,,,4,2,5.67529,Wilkie,1,Linux x86_64,,Yes,1,,,1.33289,,1,,,,1.33289,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,1.810514722,1.329739273,1.810514722,1.810514722,1.810514722,,,,,1.591723889,1.591723889,2.029305556,2.029305556,0.437581667,0.437581667,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,7.207490202,6,3.62308463,4,7.256646412,4,2.099048499,-0.370900971,3.505643599,0.836152292,0.636304485,-0.924876011,0.765852425,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,02/02/2021,11.58611111,"11,7",10,8,15,7,46.66666667,2,Experimental,-3.743527966,1.5,2,1,11.07,,,17,48,,,,9.8166666,6,15,-3.7435279,-1.0604396,-62.611572,-0.67380941,-0.89137459,,,,,,,,,
10,0,10,25/04/2019,15:42,0,11,6,4,2,2.093666667,,,WindowsLaptop,7,Yes,1,3,3,,1.735571429,,1,-0.358095238,strat_inc,,,,,,,,,,,,,,,,12,66.66666667,6,4,2,8,4,88.88888889,44.44444444,-44.44444444,1783.055556,846.5540164,1783.055556,1988.833333,1988.833333,1371.5,1371.5,617.3333333,617.3333333,1869.888889,1869.888889,1696.222222,1696.222222,-173.6666667,-173.6666667,0.666666667,0.583333333,0,1,3.333333333,2.9375,2.9375,4.458333333,-0.152380952,1.2,-0.085714286,0.883333333,-0.057142857,1.088888889,6,8.581666667,6,4.292,4,5.715,4,1.7005,-0.49,5.296666667,0.966923511,1.389,-6.23,0.99772253,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,25/04/2019,11.10555556,"11,1",11,4,8,4,50,2,Experimental,-4.815838193,1,1,1,11.01,38,66,22,61,127,123,94,11.105556,5,8,-4.8158383,0.29389977,413.02344,0.22703417,0.073642731,0.85172439,0.34930506,0.64225525,0.85119045,0.32142857,114,112,113,-349
10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,,,,11,4,8,4,50,2,Experimental,-4.815838193,1,1,1,,,,,,,,,11.105556,,8,-4.8158383,,,,,,,,,,136,128,132,-31
10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,,,,11,4,8,4,50,2,Experimental,-4.815838193,1,1,1,,,,,,,,,11.105556,,8,-4.8158383,,,,,,,,,,,,,
12,0,12,01/05/2019,19:21,0,12,6,3,3,1.528333333,,,WindowsLaptop,7,Yes,1,3,3,4.791,2.099,,0,0.570666667,fair,,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,1208.944444,704.5617305,1063.058824,1208.944444,1063.058824,,,,,1094.666667,1094.666667,1323.222222,1027.5,228.5555556,-67.16666667,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,9.548333333,6,4.776,4,7.615,4,2.2925,-0.184857143,5.195333333,0.991592412,0.813,-1.45,0.99704944,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,01/05/2019,12.48,"12,5",15,6,10,3,30,2,Experimental,10.63622881,1.75,1.5,2,13.03,36,57,24,65,122,119,91,13.316667,6,10,10.636229,0.32210073,124.85712,0.3623994,1.3094311,0.19585165,0.51336491,0.066480368,0.95833331,0.79761904,112,113,112.5,-349
12,1,12,12/07/2019,13:54,0,12,6,5,1,1.5295,,,WindowsLaptop,7,Yes,1,3,3,6.145,2.025428571,,2,0.495928571,strat_inc,,,,,,,,,,,,,,,,17,94.44444444,6,6,5,9,8,100,88.88888889,-11.11111111,702.2222222,230.6190022,702.2222222,714.6470588,714.6470588,491,491,223.6470588,223.6470588,691.7777778,691.7777778,712.6666667,712.6666667,20.88888889,20.88888889,0.944444444,0.729166667,0,1,4.666666667,3.625,3.625,4.916666667,-0.028571429,1.044444444,-0.010714286,0.766666667,-0.007142857,1.011111111,6,7.203333333,6,3.6785,4,6.0675,4,1.8675,1.207428571,-2.022666667,0.775882,-1.0185,6.16,0.939074023,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,15/07/2019,12.69,"12,8",15,6,10,3,30,2,Experimental,10.63622881,1.75,1.5,2,13.06,34,52,23,61,113,111,79,13.316667,7,10,10.636229,-0.40285641,208.55261,1.1022116,0.34572926,0.24506783,0.61026931,-0.30921784,0.95833331,0.92261904,111,119,115,-31
12,2,12,22/11/2020,13:32,1,,,3,3,3.135045,,1,Win32,,Yes,1,,,1.277175,,1,,,,1.277175,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,0.712692778,0.481713142,0.712692778,0.712692778,0.712692778,,,,,0.72171,0.72171,0.703675556,0.703675556,-0.018034444,-0.018034444,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,9.953703704,1,4.976851852,4,4.685185185,4,1.3375,0,4.953703704,1,1.432407407,-7.476851852,0.947816806,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,22/11/2020,14.04,"14,0",15,6,10,3,30,2,Experimental,10.63622881,1.75,1.5,2,14.01,,,21,54,,,,13.316667,7,10,10.636229,-0.35200346,99.898987,-0.91454816,-1.2724575,,,,,,,,,
13,0,13,03/05/2019,16:25,0,10,6,4,2,2.941,,,WindowsLaptop,7,No,0,3,3,6.573,2.756,,1,-0.185,strat_inc,,,,,,,,,,,,,,,,10,55.55555556,6,3,1,5,5,55.55555556,55.55555556,0,2315.888889,1899.660152,2315.888889,3194.6,3194.6,1217.5,1217.5,1977.1,1977.1,1729.777778,1729.777778,2902,2902,1172.222222,1172.222222,0.555555556,0.520833333,0,1,3,2.75,2.75,4.333333333,-0.019047619,0.622222222,-0.003571429,0.533333333,-0.002380952,0.855555556,6,9.581666667,4,4.7995,4,6.835,3,2.117,-0.192857143,5.256666667,0.591675955,1.399,-5.16,0.897660681,Trevor Roberts School,16/05/2019,02/07/2019,M,2,0,03/05/2019,10.19166667,"10,2",25,7,21,2,9.523809524,2,Control,-5.47400772,1.5,1.5,1.5,10.02,33,61,23,66,127,123,94,10.191667,6,21,-5.4740076,-1.0140537,352.46674,-0.51090282,0.87327045,0.12410142,0.10964916,1.0120076,0.95833331,0.35714287,113,115,114,-349
13,1,13,10/07/2019,14:21,0,10,6,6,0,3.057833333,,,WindowsLaptop,7,Yes,1,1,5,7.056,2.522857143,,1,-0.53497619,strat_inc,,,,,,,,,,,,,,,,9,50,5,3,1,5,4,55.55555556,44.44444444,-11.11111111,2003.833333,1734.294271,1613.588235,2451.888889,1678.625,1555.777778,1555.777778,896.1111111,122.8472222,1630,1630,2377.666667,1595.125,747.6666667,-34.875,0.5,0.5,1,2,2.5,,2.5625,3.791666667,-0.066666667,0.733333333,-0.028571429,0.6,-0.030952381,0.872222222,6,6.963333333,4,3.631,4,8.185,4,2.515,1.953714286,-4.874666667,0.834581258,-0.651,6.44,0.846696035,Trevor Roberts School,16/05/2019,02/07/2019,M,2,0,10/07/2019,10.37777778,"10,4",25,7,21,2,9.523809524,2,Control,-5.47400772,1.5,1.5,1.5,10.04,40,76,22,62,138,133,99,10.191667,5,21,-5.4740076,-0.38558805,,,-0.13757174,-0.53079891,,-0.009911709,0.88690472,0.17857143,116,114,115,-31
13,2,13,14/11/2020,12:25,1,,,4,2,4.504175,,1,Win32,,No,0,,,0.96733,,3,,,,5.818105,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,1.208582778,1.060656704,1.208582778,1.208582778,1.208582778,,,,,1.087072778,1.087072778,1.330092778,1.330092778,0.24302,0.24302,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,7.979938507,6,3.988889016,4,9.923611111,2,2.984722222,-0.873809596,6.038272094,0.974645429,0.045833333,4.694444444,0.6,Trevor Roberts School,16/05/2019,02/07/2019,M,2,0,14/11/2020,11.72222222,"11,8",25,7,21,2,9.523809524,2,Control,-5.47400772,1.5,1.5,1.5,11.08,,,13,40,,,,10.191667,6,21,-5.4740076,0.073663987,45.607056,0.23219173,0.34318522,,,,,,,,,
14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trevor Roberts School,16/05/2019,02/07/2019,F,1,0,04/05/2019,7.988888889,"7,11",5,7,21,4,17.39130435,2,Experimental,-4.855376307,1.5,2,1,7.11,27,64,19,64,128,124,95,7.9888887,6,21,-4.8553762,-0.028030243,438.38062,-0.011605799,-1.3438791,-0.5213111,0.17258576,0.92571211,0.81547618,0.33333334,139,123,131,-349
14,1,14,05/08/2019,16:48,0,8,6,3,3,4.112166667,,,WindowsLaptop,7,Yes,1,3,3,10.561,3.590571429,,0,-0.521595238,fair,,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,3460.277778,6488.551998,2115.294118,3460.277778,2115.294118,,,,,2781.444444,2781.444444,4139.111111,1365.875,1357.666667,-1415.569444,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,7.718333333,5,4.073,4,6.9425,4,2.06,0.955142857,-0.624666667,0.511901058,0.1225,1.33,0.194598888,Trevor Roberts School,16/05/2019,02/07/2019,F,1,0,05/08/2019,8.241666667,"8,2",5,7,21,4,17.39130435,2,Experimental,-4.855376307,1.5,2,1,8.02,28,64,20,66,130,126,96,7.9888887,6,21,-4.8553762,-0.38957307,491.72113,0.72897375,0.41383672,0.17695342,0.47721261,0.25265771,0.95833331,0.4642857,116,107,111.5,-31
14,2,14,18/01/2021,17:40,1,,,5,1,5.22279,Oscar,1,Win32,,No,0,,,7.03973,,1,,,,7.03973,,,,,,,,,,,,,,,17,94.44444444,6,6,5,9,8,100,88.88888889,-11.11111111,3.289933056,1.608580446,3.289933056,3.364516471,3.364516471,2.022015,2.022015,1.342501471,1.342501471,3.211463889,3.211463889,3.368402222,3.368402222,0.156938333,0.156938333,0.944444444,0.729166667,0,1,4.666666667,3.625,3.625,4.916666667,-0.028571429,1.044444444,-0.010714286,0.766666667,-0.007142857,1.011111111,6,9.444444586,5,4.716666751,4,2.553240776,3,0.52129631,-0.239153399,5.281481481,0.912071556,1.510648155,-10,0.617029214,Trevor Roberts School,16/05/2019,02/07/2019,F,1,0,18/01/2021,9.694444444,"9,8",5,7,21,4,17.39130435,2,Experimental,-4.855376307,1.5,2,1,9.08,,,20,57,,,,7.9888887,6,21,-4.8553762,0.028098347,-2.460083,-0.45113903,-0.57481575,,,,,,,,,
15,0,15,04/05/2019,13:10,0,10,12,3,3,1.519833333,,,WindowsLaptop,7,No,0,3,3,13.025,2.998285714,,0,1.478452381,fair,,0.553741721,0.489282374,0.530106537,0.448529022,-0.303803053,-1.62966066,0.553467465,0.487265835,0.528798546,0.490651938,0.45449144,-0.30520914,-1.630473743,-0.036160498,13,72.22222222,6,5,2,8,5,88.88888889,55.55555556,-33.33333333,2189.5,837.0552199,2189.5,2325.230769,2325.230769,1836.6,1836.6,488.6307692,488.6307692,2626.888889,2626.888889,1752.111111,1752.111111,-874.7777778,-874.7777778,0.722222222,0.625,0,1,3.666666667,3.1875,3.1875,4.625,-0.123809524,1.155555556,-0.064285714,0.85,-0.042857143,1.066666667,6,7.87,6,3.9315,4,7.3175,4,2.2785,-0.736,5.446,0.984043017,1.1665,-3.515,0.907406021,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,04/05/2019,10.6,"10,7",4,8,25,6,23.07692308,2,Experimental,4.668904041,1.5,2,1,10.07,31,55,22,62,117,115,86,10.6,6,25,4.6689038,-0.59790361,195.21057,-0.13339992,0.016326882,-0.67934048,-0.24674702,0.085988529,0.83333331,0.83333331,133,124,128.5,-349
15,1,15,05/08/2019,16:10,0,10,6,4,2,2.094333333,,,WindowsLaptop,7,No,0,3,3,5.454,2.034428571,,1,-0.059904762,strat_inc,,0.560021188,0.400008402,0.458343557,0.508016348,0.154834515,-0.791103884,0.560945749,0.392657611,0.459712778,0.492307937,0.515233537,0.155152672,-0.790154551,0.0229256,18,100,6,6,6,9,9,100,100,0,1244.333333,449.1788587,1244.333333,1244.333333,1244.333333,,,,,1304.666667,1304.666667,1184,1184,-120.6666667,-120.6666667,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,5.99,4,3.094,4,9.155,4,2.7265,2.348,-7.228,0.872302921,-0.057,4.44,0.282398957,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,05/08/2019,10.85277778,"10,10",4,8,25,6,23.07692308,2,Experimental,4.668904041,1.5,2,1,10.01,32,59,26,77,136,131,98,10.6,6,25,4.6689038,-0.80452991,426.21057,0.60608149,0.92464268,,-0.26113316,0.83778346,0.91666669,0.88095242,127,117,122,-31
15,2,15,17/01/2021,18:09,1,,,3,3,4.03516,09-Aug,1,Win32,,No,0,,,2.43436,,1,,,,2.43436,,,,,,,,,,,,,,,11,61.11111111,6,3,2,7,4,77.77777778,44.44444444,-33.33333333,1.056764444,0.784452822,1.056764444,1.235843636,1.235843636,0.775354286,0.775354286,0.460489351,0.460489351,1.229246667,1.229246667,0.884282222,0.884282222,-0.344964444,-0.344964444,0.611111111,0.541666667,0,1,3,2.6875,2.6875,4.291666667,-0.142857143,1.111111111,-0.078571429,0.816666667,-0.052380952,1.044444444,6,7.422839836,6,3.72129648,4,6.226852205,4,1.793055683,-0.961904786,5.789506587,0.99766987,0.952777735,-3.537036472,0.866662893,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,17/01/2021,12.30277778,"12,3",4,8,25,6,23.07692308,2,Experimental,4.668904041,1.5,2,1,12.03,,,22,59,,,,10.6,6,25,4.6689038,0.04826232,-39.389954,-0.80444503,0.56810856,,,,,,,,,
16,0,16,04/05/2019,18:06,0,7,6,4,2,3.722166667,,,WindowsLaptop,7,No,0,3,3,7.754,3.885428571,,1,0.163261905,strat_inc,,0.385800987,0.468626797,0.505633705,0.401140762,0.907178319,-0.672686147,0.385563102,0.453715412,0.507417006,0.495339024,0.409761628,0.90540896,-0.676098006,-0.085577396,8,44.44444444,3,3,2,5,3,55.55555556,33.33333333,-22.22222222,1869.277778,1126.642529,1869.277778,2492.75,2492.75,1370.5,1370.5,1122.25,1122.25,2163,2163,1575.555556,1575.555556,-587.4444444,-587.4444444,0.444444444,0.479166667,0,1,2.166666667,2.375,2.375,3.041666667,-0.228571429,1.244444444,-0.117857143,0.891666667,-0.185714286,1.261111111,6,6.038333333,6,3.123,4,6.9925,4,2.145,-1.930571429,7.795333333,0.93654912,1.2555,-4.285,0.925582809,Trevor Roberts School,16/05/2019,02/07/2019,F,1,0,04/05/2019,7.197222222,"7,2",3,8,12,9,64.28571429,2,Experimental,-1.273905706,1.5,2,1,7.02,24,62,19,68,130,126,96,7.1972222,5,12,-1.2739058,0.86375034,122.34033,-0.33051187,0.89144379,0.7881071,0.77219027,-0.5241816,0.95833331,0.20238094,130,128,129,-349
16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trevor Roberts School,16/05/2019,02/07/2019,F,1,0,07/08/2019,7.455555556,"7,5",3,8,12,9,64.28571429,2,Experimental,-1.273905706,1.5,2,1,7.05,,,,,,,,7.1972222,,12,-1.2739058,,,,,,,,,,138,127,132.5,-31
16,2,16,19/02/2021,10:21,1,,,6,0,3.99398,,1,Linux x86_64,,No,0,,,0.53438,,2,,,,8.13064,,,,,,,,,,,,,,,13,72.22222222,5,4,4,8,5,88.88888889,55.55555556,-33.33333333,1.949304444,1.073210709,1.949304444,2.114548077,2.114548077,1.519671,1.519671,0.594877077,0.594877077,1.738873333,1.738873333,2.159735556,2.159735556,0.420862222,0.420862222,0.722222222,0.604166667,0,1,3.833333333,3.125,3.125,4.375,-0.2,1.422222222,-0.103571429,0.966666667,-0.128571429,1.283333333,6,7.354048741,6,3.765170097,4,4.898341144,4,1.366713171,-0.799969668,5.153942579,0.485166148,1.290469276,-6.554005234,0.880316998,Trevor Roberts School,16/05/2019,02/07/2019,F,1,0,,,,3,8,12,9,64.28571429,2,Experimental,-1.273905706,1.5,2,1,,,,21,77,,,,7.1972222,7,12,-1.2739058,-0.73851383,,1.0881059,-0.22144794,,,,,,,,,
17,0,17,04/05/2019,18:48,0,10,6,4,2,1.312,,,WindowsLaptop,7,No,0,3,3,6.353,1.908,,1,0.596,strat_inc,,,,,,,,,,,,,,,,8,44.44444444,4,1,3,4,4,44.44444444,44.44444444,0,3051.111111,3659.80602,2302.882353,4458.75,2842.714286,1925,1925,2533.75,917.7142857,2542.666667,2542.666667,3559.555556,2033.125,1016.888889,-509.5416667,0.444444444,0.40625,2,2,2.333333333,,2.109375,3.375,-0.171428571,1.044444444,-0.064285714,0.63125,-0.145238095,1.161111111,6,7.951666667,6,3.9875,4,10,1,3,-0.454,4.540666667,0.962469259,0,5,1,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,04/05/2019,10.43333333,"10,5",14,7,20,0,0,2,Experimental,-2.425941022,1,1,1,10.05,32,57,19,54,111,109,73,10.433333,6,20,-2.425941,-0.72402942,286.70001,-0.058531463,0.98510635,-0.55895656,0.21348433,0.54306239,0.79761904,0.95833331,119,127,123,-349
17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,09/07/2019,10.61388889,"10,7",14,7,20,0,0,2,Experimental,-2.425941022,1,1,1,10.07,,,,,,,,10.433333,,20,-2.425941,,,,,,,,,,123,110,116.5,-31
17,2,17,19/12/2020,09:08,1,,,1,5,3.374865,Beatrice,1,MacIntel,,Yes,1,,,1.267755,,1,,,,1.267755,,,,,,,,,,,,,,,18,100,6,6,6,9,9,100,100,0,1.040215556,3.51300199,0.219345882,1.040215556,0.219345882,,,,,0.078957778,0.078957778,2.001473333,0.3772825,1.922515556,0.298324722,1,0.75,0,1,5,3.75,3.75,5,0,1,0,0.75,0,1,6,9.197102865,3,4.568711751,4,10,1,3,0.140526569,3.705259874,0.460202637,0,5,1,Trevor Roberts School,16/05/2019,02/07/2019,M,1,0,19/12/2020,12.05833333,"12,0",14,7,20,0,0,2,Experimental,-2.425941022,1,1,1,12,,,21,56,,,,10.433333,8,20,-2.425941,0.50278354,-9.6447754,0.027659029,0.32574937,,,,,,,,,
18,0,18,04/05/2019,18:57,0,8,6,6,0,1.673833333,,,WindowsLaptop,7,No,0,1,5,6.378,1.931428571,,1,0.257595238,strat_inc,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,596.9444444,584.0544366,463.2941176,,,596.9444444,463.2941176,,,444.5555556,444.5555556,749.3333333,484.375,304.7777778,39.81944444,0,0.25,0,1,0,1.25,1.25,1.25,0,0,0,0.25,0,0.25,6,0,1,0,4,10,1,3,0,-5,1,0,5,1,Trevor Roberts School,16/05/2019,02/07/2019,F,1,0,04/05/2019,8.533333333,"8,6",6,7,20,5,23.80952381,2,Experimental,-4.623863172,1,1,1,8.06,28,62,20,64,126,123,94,8.5333338,4,20,-4.6238632,-0.071291871,465.98682,0.51875043,-1.5619594,0.48139763,-0.46573389,-0.34010395,0.79761904,0.33333334,,,,
18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trevor Roberts School,16/05/2019,02/07/2019,F,1,0,09/07/2019,8.713888889,"8,8",6,7,20,5,23.80952381,2,Experimental,-4.623863172,1,1,1,8.08,,,,,,,,8.5333338,,20,-4.6238632,,,,,,,,,,107,105,106,-31
18,2,18,19/12/2020,10:11,1,,,6,0,4.65495,10-Oct,1,Win32,,No,0,,,0.94731,,1,,,,0.94731,,,,,,,,,,,,,,,5,27.77777778,3,1,1,3,2,33.33333333,22.22222222,-11.11111111,2.177762222,1.4585524,2.177762222,3.686262,3.686262,1.59757,1.59757,2.088692,2.088692,2.199283333,2.199283333,2.156241111,2.156241111,-0.043042222,-0.043042222,0.277777778,0.3125,2,2,1.333333333,,1.59375,2.958333333,-0.104761905,0.644444444,-0.007142857,0.3375,-0.09047619,0.9,6,5.488194572,6,2.742291705,4,7.473958492,4,2.242291705,-0.998928615,3.984444724,0.999509428,0.496458403,-0.008333524,0.999921466,Trevor Roberts School,16/05/2019,02/07/2019,F,1,0,19/12/2020,10.15833333,"10,1",6,7,20,5,23.80952381,2,Experimental,-4.623863172,1,1,1,10.01,,,21,60,,,,8.5333338,7,20,-4.6238632,,50.256714,-0.47258863,-2.0792274,,,,,,,,,
19,0,19,07/05/2019,19:31,0,6,6,5,1,4.692333333,,,WindowsLaptop,7,No,0,2,4,8.284,3.190714286,,1,-1.501619048,strat_inc,,0.681490963,0.30508083,0.414454996,0.404917061,0.185663416,-1.209576967,0.691263664,0.294361202,0.443341041,0.370325967,0.542768722,0.17714644,-1.200141565,0.172442755,6,33.33333333,3,2,1,3,3,33.33333333,33.33333333,0,1800.555556,1187.009303,1584.941176,2681.5,2124.6,1360.083333,1360.083333,1321.416667,764.5166667,1571.222222,1571.222222,2029.888889,1600.375,458.6666667,29.15277778,0.333333333,0.416666667,0,1,1.5,2,2,2.791666667,-0.19047619,1,-0.092857143,0.741666667,-0.169047619,1.161111111,6,6.535,6,3.2635,4,8.4275,4,2.523,-0.986571429,4.988,0.997213572,0.5065,0.895,0.997854868,Trevor Roberts School,16/05/2019,02/07/2019,M,2,0,07/05/2019,6.769444444,"6,9",16,8,14,7,50,2,Control,-0.858355906,2.5,2,3,6.09,22,59,17,65,124,121,93,6.7694445,6,14,-0.85835588,0.063949138,563.63391,0.68033564,,0.04069123,0.001158804,0.94613451,0.88690472,0.71428573,123,127,125,-349
19,1,19,14/08/2019,14:16,0,7,6,3,3,1.943166667,,,WindowsLaptop,7,No,0,3,3,6.828,3.086428571,,0,1.143261905,fair,,0.613016679,0.429002575,0.419465985,0.547193473,0.107625192,-1.145567207,0.614338106,0.430546485,0.41733903,0.557035417,0.49577441,0.110922221,-1.143396938,-0.061261007,4,22.22222222,1,2,1,3,1,33.33333333,11.11111111,-22.22222222,1469.388889,1342.543948,1469.388889,2148.75,2148.75,1275.285714,1275.285714,873.4642857,873.4642857,1801.222222,1801.222222,1137.555556,1137.555556,-663.6666667,-663.6666667,0.222222222,0.35,1,2,0.833333333,,1.6,2.041666667,-0.171428571,0.822222222,-0.08,0.63,-0.142857143,0.944444444,6,6.026666667,6,3.116,4,3.53,4,1.066,0.52,-0.793333333,0.463988286,-0.329,0.175,0.99058296,Trevor Roberts School,16/05/2019,02/07/2019,M,2,0,29/07/2019,6.997222222,"6,11",16,8,14,7,50,2,Control,-0.858355906,2.5,2,3,6.11,20,55,17,65,120,117,87,6.7694445,5,14,-0.85835588,0.73114818,659.35785,1.0434459,0.02221881,0.066326126,0.52717686,0.80256301,0.85119045,0.6785714,139,118,128.5,-31
